job_id,num_qubits,depth,priority,arrival_time,num_shots
26958,8,13,2,,70883
26959,7,13,2,,24980
26960,6,14,2,,21043
26961,10,16,2,,57875
26962,10,7,2,,85443
26963,13,17,2,,84922
26964,20,17,2,,69506
26965,20,17,2,,10069
26966,19,6,2,,28880
26967,11,16,2,,79328
26968,16,12,2,,24684
26969,7,8,2,,30948
26970,6,17,2,,75352
26971,14,16,2,,66593
26972,6,5,2,,93866
26973,17,18,2,,39733
26974,20,15,2,,94465
26975,6,8,2,,72240
26976,13,14,2,,17912
26977,11,5,2,,56192
26978,20,8,2,,65210
26979,18,19,2,,90647
26980,20,12,2,,80368
26981,10,12,2,,61975
26982,13,15,2,,96704
26983,7,14,2,,62096
26984,19,7,2,,71543
26985,17,20,2,,38199
26986,12,5,2,,51875
26987,17,20,2,,89696
26988,9,17,2,,52734
26989,10,20,2,,26960
26990,14,20,2,,78563
26991,6,8,2,,18009
26992,17,14,2,,17597
26993,19,10,2,,23243
26994,13,19,2,,10422
26995,15,8,2,,64604
26996,6,9,2,,14835
26997,18,19,2,,75560
26998,12,11,2,,89115
26999,19,7,2,,60047
27000,13,11,2,,76566
27001,15,13,2,,48194
27002,14,11,2,,57118
27003,13,19,2,,19236
27004,14,19,2,,53692
27005,9,9,2,,22928
27006,6,9,2,,21446
27007,11,10,2,,97502
27008,13,17,2,,87526
27009,13,8,2,,23564
27010,7,8,2,,98988
27011,9,18,2,,57776
27012,20,5,2,,26793
27013,5,14,2,,56058
27014,12,6,2,,79638
27015,19,15,2,,83821
27016,10,9,2,,76329
27017,10,18,2,,31811
27018,13,7,2,,15457
27019,19,15,2,,38788
27020,7,6,2,,37370
27021,10,5,2,,28451
27022,12,8,2,,24722
27023,12,19,2,,14230
27024,13,5,2,,89263
27025,19,9,2,,95116
27026,7,17,2,,25558
27027,13,16,2,,98518
27028,17,16,2,,77312
27029,15,10,2,,77241
27030,10,14,2,,12228
27031,16,17,2,,17895
27032,6,20,2,,46388
27033,6,5,2,,19337
27034,8,11,2,,90314
27035,9,12,2,,51547
27036,5,6,2,,42435
27037,13,17,2,,69253
27038,6,13,2,,13865
27039,18,19,2,,21059
27040,10,11,2,,66966
27041,18,14,2,,58349
27042,19,17,2,,93530
27043,17,18,2,,26238
27044,6,19,2,,81560
27045,19,18,2,,66461
27046,7,10,2,,18413
27047,15,10,2,,95678
27048,20,8,2,,20666
27049,6,16,2,,49871
27050,9,13,2,,16195
27051,6,9,2,,13180
27052,19,13,2,,45777
27053,8,17,2,,50184
27054,14,6,2,,75594
27055,19,7,2,,21045
27056,19,10,2,,25576
27057,11,5,2,,74309
27058,14,5,2,,37046
27059,12,6,2,,61359
27060,8,7,2,,63835
27061,15,8,2,,14101
27062,12,13,2,,87464
27063,10,6,2,,60974
27064,9,6,2,,76262
27065,17,20,2,,99879
27066,11,5,2,,15659
27067,8,18,2,,46616
27068,15,16,2,,62760
27069,13,10,2,,80778
27070,16,9,2,,27577
27071,14,6,2,,97747
27072,8,11,2,,99306
27073,10,11,2,,64528
27074,15,10,2,,47935
27075,7,13,2,,75941
27076,19,9,2,,96856
27077,7,15,2,,99925
27078,14,16,2,,76862
27079,15,10,2,,37459
27080,18,7,2,,97940
27081,12,15,2,,13816
27082,7,11,2,,36550
27083,6,12,2,,33967
27084,15,18,2,,67579
27085,6,19,2,,57924
27086,6,6,2,,81214
27087,14,11,2,,43769
27088,16,13,2,,67272
27089,5,15,2,,82683
27090,20,7,2,,89387
27091,11,20,2,,46524
27092,18,8,2,,90268
27093,11,10,2,,97790
27094,17,12,2,,24273
27095,10,19,2,,87649
27096,17,14,2,,99446
27097,8,9,2,,76043
27098,13,5,2,,41765
27099,18,10,2,,70965
27100,12,16,2,,30551
27101,6,8,2,,72987
27102,13,17,2,,23070
27103,7,15,2,,18449
27104,18,20,2,,96077
27105,8,17,2,,17143
27106,18,7,2,,18379
27107,13,19,2,,99953
27108,6,14,2,,54597
27109,17,7,2,,86634
27110,9,13,2,,88085
27111,14,11,2,,40845
27112,18,5,2,,34814
27113,18,15,2,,91643
27114,11,7,2,,55711
27115,16,19,2,,46951
27116,20,19,2,,40636
27117,13,17,2,,40689
27118,13,12,2,,48470
27119,14,15,2,,19978
27120,17,6,2,,50825
27121,9,14,2,,75613
27122,18,6,2,,75422
27123,19,14,2,,66791
27124,9,6,2,,75839
27125,18,8,2,,53739
27126,12,5,2,,93515
27127,16,12,2,,43943
27128,17,18,2,,36670
27129,16,17,2,,22172
27130,20,19,2,,77256
27131,20,14,2,,34919
27132,11,10,2,,71416
27133,16,13,2,,82121
27134,16,9,2,,77303
27135,17,12,2,,20967
27136,15,6,2,,55524
27137,13,16,2,,81071
27138,11,15,2,,82013
27139,20,11,2,,95283
27140,8,6,2,,56788
27141,5,19,2,,48390
27142,12,8,2,,64419
27143,9,9,2,,30568
27144,8,14,2,,64622
27145,7,17,2,,53618
27146,11,19,2,,67490
27147,8,10,2,,86521
27148,13,14,2,,45357
27149,17,16,2,,36989
27150,14,12,2,,67064
27151,5,13,2,,92476
27152,18,16,2,,49097
27153,8,7,2,,72457
27154,10,18,2,,88745
27155,19,11,2,,39489
27156,19,19,2,,26017
27157,18,11,2,,48295
27158,5,11,2,,35935
27159,20,16,2,,21060
27160,11,5,2,,23730
27161,16,6,2,,20271
27162,13,5,2,,50066
27163,14,10,2,,38200
27164,12,20,2,,13241
27165,10,14,2,,65300
27166,18,18,2,,69569
27167,14,20,2,,27184
27168,11,15,2,,75411
27169,18,10,2,,16787
27170,19,12,2,,40626
27171,15,5,2,,82626
27172,14,13,2,,12608
27173,14,20,2,,81566
27174,19,8,2,,67253
27175,13,13,2,,19693
27176,5,19,2,,13764
27177,17,12,2,,21588
27178,18,19,2,,75898
27179,5,8,2,,54022
27180,18,15,2,,31649
27181,11,12,2,,12615
27182,18,16,2,,39125
27183,11,14,2,,79664
27184,14,11,2,,94002
27185,13,6,2,,74356
27186,8,9,2,,39294
27187,12,12,2,,99856
27188,17,12,2,,87016
27189,14,14,2,,59270
27190,5,8,2,,23141
27191,17,9,2,,65785
27192,18,5,2,,59383
27193,8,9,2,,94137
27194,19,17,2,,65247
27195,12,12,2,,85450
27196,5,14,2,,25774
27197,14,15,2,,53438
27198,18,13,2,,37159
27199,16,19,2,,11625
27200,16,6,2,,14246
27201,14,16,2,,75817
27202,7,10,2,,25376
27203,14,9,2,,27813
27204,8,18,2,,54211
27205,12,17,2,,22676
27206,13,20,2,,53546
27207,10,7,2,,49271
27208,20,15,2,,67608
27209,7,11,2,,33235
27210,8,19,2,,67682
27211,15,5,2,,22092
27212,19,12,2,,53644
27213,8,14,2,,66405
27214,5,10,2,,57814
27215,13,18,2,,57201
27216,13,8,2,,10859
27217,13,7,2,,10965
27218,15,12,2,,24638
27219,6,16,2,,75884
27220,12,11,2,,80104
27221,19,6,2,,80581
27222,15,17,2,,30390
27223,18,7,2,,48987
27224,6,7,2,,13021
27225,9,10,2,,11001
27226,13,9,2,,45067
27227,6,17,2,,23270
27228,9,7,2,,82717
27229,15,8,2,,44129
27230,9,13,2,,71489
27231,9,6,2,,16645
27232,9,19,2,,43638
27233,13,6,2,,11383
27234,17,15,2,,47500
27235,16,19,2,,19008
27236,16,14,2,,38397
27237,8,10,2,,20780
27238,16,8,2,,85287
27239,17,17,2,,96035
27240,13,17,2,,32837
27241,5,7,2,,63966
27242,19,17,2,,61878
27243,9,17,2,,91042
27244,20,9,2,,14573
27245,13,8,2,,91966
27246,9,17,2,,72420
27247,13,14,2,,32744
27248,18,5,2,,44339
27249,8,16,2,,72143
27250,9,15,2,,52310
27251,8,12,2,,79317
27252,20,18,2,,40192
27253,20,8,2,,68622
27254,8,17,2,,82385
27255,15,20,2,,82978
27256,10,14,2,,44248
27257,18,17,2,,20094
27258,14,8,2,,11282
27259,18,15,2,,43507
27260,10,6,2,,57646
27261,5,5,2,,95581
27262,12,16,2,,18595
27263,7,20,2,,27775
27264,20,6,2,,24908
27265,9,16,2,,30319
27266,16,6,2,,12776
27267,11,19,2,,52869
27268,17,15,2,,46627
27269,12,20,2,,53425
27270,6,17,2,,92083
27271,9,9,2,,79625
27272,17,7,2,,35565
27273,8,15,2,,94510
27274,20,9,2,,56448
27275,6,18,2,,99175
27276,11,17,2,,81914
27277,15,15,2,,95714
27278,15,18,2,,88759
27279,14,16,2,,59009
27280,10,20,2,,21389
27281,9,9,2,,11333
27282,17,7,2,,57641
27283,17,19,2,,35217
27284,20,17,2,,55658
27285,8,19,2,,40365
27286,12,19,2,,72671
27287,14,18,2,,55148
27288,11,16,2,,63975
27289,11,20,2,,25223
27290,14,18,2,,59719
27291,15,6,2,,58174
27292,9,19,2,,31692
27293,5,12,2,,88975
27294,20,20,2,,10092
27295,14,10,2,,73764
27296,9,6,2,,79870
27297,11,18,2,,97734
27298,12,6,2,,70479
27299,10,16,2,,78277
27300,20,10,2,,57735
27301,19,12,2,,38813
27302,12,7,2,,16991
27303,17,9,2,,51820
27304,7,18,2,,73823
27305,7,7,2,,31354
27306,5,13,2,,73138
27307,14,10,2,,47753
27308,19,20,2,,58657
27309,8,7,2,,21957
27310,17,11,2,,29501
27311,8,16,2,,96703
27312,11,12,2,,59555
27313,6,19,2,,16131
27314,5,20,2,,16299
27315,7,19,2,,32418
27316,16,10,2,,27489
27317,8,9,2,,47402
27318,12,11,2,,45615
27319,7,7,2,,21569
27320,10,11,2,,32421
27321,7,11,2,,91840
27322,11,17,2,,65786
27323,9,19,2,,37083
27324,19,7,2,,65761
27325,16,8,2,,14837
27326,12,12,2,,89838
27327,7,13,2,,35895
27328,7,20,2,,18382
27329,20,20,2,,11699
27330,5,10,2,,37299
27331,8,12,2,,68854
27332,17,7,2,,42575
27333,7,9,2,,16085
27334,13,9,2,,14829
27335,8,20,2,,39937
27336,20,6,2,,77092
27337,17,20,2,,36124
27338,6,14,2,,36103
27339,11,19,2,,87580
27340,20,8,2,,40261
27341,13,8,2,,45516
27342,16,20,2,,54412
27343,9,8,2,,34471
27344,15,8,2,,33762
27345,9,20,2,,34706
27346,10,11,2,,35717
27347,18,19,2,,83117
27348,12,13,2,,60446
27349,10,9,2,,50663
27350,13,17,2,,59239
27351,5,15,2,,41938
27352,10,15,2,,24005
27353,9,10,2,,61857
27354,20,8,2,,61924
27355,14,17,2,,20230
27356,6,15,2,,60227
27357,15,18,2,,72498
27358,5,16,2,,30162
27359,9,20,2,,90637
27360,11,13,2,,46467
27361,14,16,2,,77321
27362,10,14,2,,97759
27363,13,9,2,,29329
27364,12,15,2,,54746
27365,5,14,2,,83571
27366,14,15,2,,47146
27367,12,17,2,,89998
27368,15,17,2,,36654
27369,16,16,2,,85499
27370,10,15,2,,27868
27371,6,14,2,,70639
27372,9,18,2,,73344
27373,10,11,2,,77732
27374,20,10,2,,26807
27375,19,12,2,,91032
27376,16,7,2,,92942
27377,10,10,2,,83351
27378,12,10,2,,25614
27379,8,13,2,,49591
27380,20,14,2,,99091
27381,8,18,2,,76590
27382,14,18,2,,87790
27383,20,20,2,,27644
27384,6,19,2,,34713
27385,15,10,2,,85951
27386,18,18,2,,24855
27387,8,15,2,,29507
27388,17,19,2,,19424
27389,7,9,2,,68234
27390,14,9,2,,90092
27391,15,5,2,,77580
27392,13,11,2,,89026
27393,12,12,2,,82150
27394,13,14,2,,45900
27395,8,20,2,,81534
27396,20,20,2,,94606
27397,18,8,2,,85665
27398,10,8,2,,43084
27399,14,11,2,,66605
27400,17,11,2,,74115
27401,5,18,2,,30192
27402,20,10,2,,69677
27403,13,20,2,,22917
27404,16,13,2,,87349
27405,8,19,2,,83228
27406,13,18,2,,72177
27407,12,16,2,,99249
27408,18,13,2,,87604
27409,7,7,2,,73589
27410,7,14,2,,18962
27411,20,7,2,,25708
27412,8,15,2,,82652
27413,7,20,2,,94638
27414,15,13,2,,25938
27415,19,5,2,,52310
27416,14,9,2,,50108
27417,9,16,2,,49335
27418,9,18,2,,40017
27419,14,16,2,,94986
27420,19,8,2,,96119
27421,10,19,2,,27604
27422,16,15,2,,70049
27423,19,8,2,,44019
27424,7,12,2,,14230
27425,15,5,2,,30355
27426,15,14,2,,31977
27427,6,19,2,,72891
27428,9,9,2,,15608
27429,10,19,2,,78177
27430,15,16,2,,32526
27431,18,5,2,,59720
27432,14,8,2,,37856
27433,9,16,2,,63859
27434,7,17,2,,80544
27435,16,17,2,,10215
27436,8,10,2,,32371
27437,18,5,2,,84040
27438,11,8,2,,10605
27439,7,17,2,,91495
27440,15,8,2,,51298
27441,7,11,2,,49929
27442,12,16,2,,21223
27443,13,17,2,,23060
27444,5,8,2,,44221
27445,17,11,2,,33968
27446,10,5,2,,18499
27447,20,8,2,,22591
27448,20,10,2,,52957
27449,15,7,2,,76314
27450,17,6,2,,42842
27451,9,5,2,,60467
27452,9,11,2,,44322
27453,17,9,2,,13563
27454,8,12,2,,72015
27455,15,10,2,,15295
27456,20,13,2,,57850
27457,9,15,2,,62001
27458,11,18,2,,31695
27459,11,19,2,,62868
27460,9,15,2,,33780
27461,9,17,2,,35131
27462,17,9,2,,22860
27463,5,13,2,,58192
27464,13,5,2,,16368
27465,11,7,2,,77044
27466,11,20,2,,18183
27467,13,16,2,,16634
27468,14,7,2,,30259
27469,18,12,2,,91629
27470,13,5,2,,79805
27471,7,17,2,,81481
27472,13,10,2,,76648
27473,20,13,2,,42485
27474,12,10,2,,92016
27475,9,17,2,,86841
27476,13,11,2,,12295
27477,8,10,2,,92824
27478,17,19,2,,93645
27479,16,11,2,,35743
27480,19,19,2,,99188
27481,14,11,2,,92561
27482,5,20,2,,86316
27483,17,19,2,,16823
27484,13,12,2,,56423
27485,12,9,2,,63047
27486,17,14,2,,98738
27487,9,16,2,,52685
27488,15,13,2,,22293
27489,19,5,2,,19553
27490,12,6,2,,47846
27491,6,14,2,,46112
27492,16,8,2,,14096
27493,16,20,2,,31528
27494,11,10,2,,57398
27495,18,20,2,,20357
27496,15,10,2,,57917
27497,8,20,2,,67769
27498,20,15,2,,21341
27499,20,9,2,,60037
27500,13,5,2,,57028
27501,9,19,2,,65390
27502,17,17,2,,70346
27503,18,8,2,,32730
27504,5,15,2,,34800
27505,13,6,2,,35655
27506,14,16,2,,97704
27507,5,15,2,,51998
27508,5,17,2,,80045
27509,19,14,2,,60049
27510,11,13,2,,48803
27511,14,8,2,,71230
27512,16,14,2,,69641
27513,15,14,2,,57008
27514,6,11,2,,88506
27515,11,5,2,,19900
27516,18,20,2,,48324
27517,7,7,2,,67727
27518,15,8,2,,28426
27519,5,17,2,,37430
27520,6,17,2,,10810
27521,20,17,2,,85900
27522,8,15,2,,92468
27523,11,14,2,,63573
27524,6,20,2,,37980
27525,14,20,2,,98188
27526,14,10,2,,92292
27527,14,8,2,,82986
27528,7,10,2,,93389
27529,17,19,2,,50533
27530,7,7,2,,49081
27531,8,10,2,,56178
27532,16,5,2,,78820
27533,19,14,2,,62805
27534,17,18,2,,60846
27535,8,12,2,,97446
27536,17,11,2,,94915
27537,11,5,2,,77896
27538,9,5,2,,25536
27539,10,6,2,,71028
27540,19,16,2,,83970
27541,13,8,2,,80440
27542,7,14,2,,19408
27543,20,14,2,,37884
27544,6,17,2,,77832
27545,13,15,2,,43550
27546,20,17,2,,69783
27547,8,20,2,,98438
27548,20,10,2,,76282
27549,19,15,2,,35797
27550,5,10,2,,38828
27551,10,10,2,,10348
27552,11,13,2,,45499
27553,11,12,2,,98112
27554,9,16,2,,74593
27555,7,6,2,,83800
27556,10,16,2,,62028
27557,13,14,2,,63471
27558,17,20,2,,77879
27559,10,5,2,,37208
27560,10,16,2,,58051
27561,5,17,2,,26238
27562,11,10,2,,23922
27563,15,6,2,,17416
27564,11,15,2,,57815
27565,16,9,2,,20637
27566,20,19,2,,52172
27567,13,17,2,,10022
27568,8,19,2,,95549
27569,6,18,2,,55689
27570,5,10,2,,83633
27571,20,8,2,,58468
27572,17,9,2,,28869
27573,12,12,2,,88381
27574,9,18,2,,38931
27575,17,16,2,,18086
27576,15,8,2,,13028
27577,8,6,2,,32566
27578,5,20,2,,63634
27579,17,10,2,,97873
27580,17,19,2,,59541
27581,6,18,2,,11444
27582,8,19,2,,35776
27583,10,19,2,,54569
27584,15,20,2,,67959
27585,19,20,2,,79201
27586,7,7,2,,20936
27587,13,14,2,,16720
27588,18,18,2,,67774
27589,18,15,2,,47217
27590,6,6,2,,68687
27591,7,10,2,,83686
27592,13,5,2,,97515
27593,10,8,2,,14250
27594,15,14,2,,76965
27595,10,16,2,,32701
27596,18,15,2,,78820
27597,19,16,2,,70316
27598,18,16,2,,17709
27599,13,11,2,,32226
27600,11,10,2,,97847
27601,12,6,2,,92999
27602,17,16,2,,77435
27603,10,19,2,,19811
27604,20,10,2,,24509
27605,16,12,2,,76920
27606,17,10,2,,69295
27607,13,13,2,,98040
27608,17,14,2,,20274
27609,6,15,2,,64096
27610,12,5,2,,33655
27611,11,7,2,,35197
27612,13,5,2,,71850
27613,15,15,2,,38512
27614,14,16,2,,86991
27615,7,19,2,,36521
27616,7,8,2,,54297
27617,20,5,2,,40923
27618,11,8,2,,45746
27619,13,5,2,,48743
27620,14,12,2,,39944
27621,20,19,2,,31561
27622,16,17,2,,49968
27623,8,12,2,,92193
27624,14,14,2,,58230
27625,7,11,2,,63606
27626,20,9,2,,87634
27627,13,10,2,,55424
27628,20,20,2,,77206
27629,12,18,2,,24642
27630,18,16,2,,14116
27631,18,13,2,,37847
27632,8,6,2,,14693
27633,6,7,2,,44811
27634,13,7,2,,19485
27635,18,20,2,,75356
27636,15,20,2,,47648
27637,10,13,2,,46659
27638,13,17,2,,57645
27639,14,18,2,,48728
27640,19,19,2,,27347
27641,19,20,2,,59564
27642,19,19,2,,32866
27643,13,17,2,,97155
27644,6,9,2,,44404
27645,14,17,2,,37315
27646,20,13,2,,47851
27647,8,9,2,,25661
27648,19,5,2,,59527
27649,19,15,2,,76004
27650,13,14,2,,39655
27651,6,9,2,,64867
27652,18,10,2,,53873
27653,20,8,2,,19016
27654,18,20,2,,28958
27655,6,12,2,,68265
27656,19,6,2,,27530
27657,10,18,2,,35395
27658,13,17,2,,85128
27659,7,6,2,,48589
27660,18,19,2,,15961
27661,11,20,2,,48394
27662,10,18,2,,54971
27663,15,5,2,,46921
27664,9,13,2,,74165
27665,7,9,2,,46154
27666,8,8,2,,11283
27667,13,10,2,,97013
27668,17,9,2,,85426
27669,15,10,2,,18755
27670,16,7,2,,48757
27671,12,20,2,,17540
27672,20,19,2,,27687
27673,13,17,2,,49909
27674,6,19,2,,79416
27675,7,14,2,,47814
27676,11,13,2,,44353
27677,9,8,2,,40493
27678,5,13,2,,71263
27679,17,10,2,,56154
27680,7,16,2,,65718
27681,14,11,2,,95829
27682,15,16,2,,80819
27683,17,20,2,,96605
27684,10,11,2,,53200
27685,5,17,2,,40666
27686,20,18,2,,62409
27687,14,6,2,,37137
27688,18,13,2,,40279
27689,5,17,2,,18723
27690,11,5,2,,52721
27691,5,5,2,,20422
27692,14,12,2,,83677
27693,10,17,2,,45292
27694,17,14,2,,32667
27695,11,5,2,,32606
27696,16,11,2,,94797
27697,18,13,2,,96533
27698,16,19,2,,61950
27699,20,8,2,,58717
27700,5,13,2,,61105
27701,20,6,2,,17474
27702,8,19,2,,90207
27703,12,18,2,,36437
27704,19,8,2,,78699
27705,18,18,2,,86271
27706,7,17,2,,86891
27707,11,12,2,,48887
27708,7,14,2,,23311
27709,10,20,2,,59683
27710,7,19,2,,21909
27711,18,17,2,,54031
27712,14,18,2,,32223
27713,13,19,2,,87745
27714,12,20,2,,49499
27715,16,5,2,,52572
27716,17,11,2,,34953
27717,12,14,2,,73081
27718,12,10,2,,94747
27719,5,17,2,,88815
27720,7,8,2,,73434
27721,12,19,2,,61617
27722,17,20,2,,35932
27723,7,13,2,,66053
27724,18,19,2,,61196
27725,17,12,2,,62840
27726,16,16,2,,53611
27727,5,6,2,,15221
27728,11,8,2,,87045
27729,8,17,2,,62893
27730,18,18,2,,38248
27731,6,5,2,,19555
27732,14,7,2,,35233
27733,17,11,2,,77428
27734,6,19,2,,36693
27735,17,11,2,,66689
27736,17,12,2,,35549
27737,9,20,2,,96435
27738,10,14,2,,95976
27739,7,19,2,,82482
27740,20,16,2,,84348
27741,19,13,2,,92736
27742,17,6,2,,35451
27743,12,6,2,,60277
27744,17,10,2,,86556
27745,8,11,2,,44432
27746,15,20,2,,47476
27747,11,16,2,,23676
27748,16,14,2,,92448
27749,8,20,2,,45867
27750,12,16,2,,57388
27751,19,9,2,,78098
27752,10,11,2,,66792
27753,17,9,2,,46638
27754,8,20,2,,98275
27755,11,10,2,,18000
27756,5,11,2,,80386
27757,5,14,2,,82059
27758,12,16,2,,65964
27759,19,12,2,,47342
27760,19,17,2,,86833
27761,14,16,2,,39448
27762,7,6,2,,89405
27763,5,8,2,,94485
27764,13,19,2,,57297
27765,15,12,2,,13929
27766,9,18,2,,59631
27767,10,9,2,,68142
27768,14,20,2,,40044
27769,5,15,2,,48079
27770,15,5,2,,50104
27771,14,17,2,,98708
27772,13,19,2,,81761
27773,6,11,2,,75266
27774,6,12,2,,35961
27775,6,20,2,,17944
27776,11,7,2,,63435
27777,11,11,2,,63119
27778,13,9,2,,10633
27779,7,18,2,,82068
27780,17,7,2,,11783
27781,15,15,2,,46157
27782,19,11,2,,99272
27783,16,9,2,,98276
27784,5,6,2,,10261
27785,17,19,2,,19599
27786,16,10,2,,98821
27787,16,9,2,,36001
27788,8,13,2,,23056
27789,15,9,2,,47196
27790,19,19,2,,59250
27791,20,9,2,,94241
27792,12,20,2,,37629
27793,9,12,2,,53752
27794,11,17,2,,98292
27795,9,17,2,,21097
27796,11,5,2,,28768
27797,10,10,2,,33259
27798,18,5,2,,53823
27799,5,13,2,,81834
27800,20,11,2,,89214
27801,18,15,2,,58944
27802,6,19,2,,21020
27803,20,8,2,,48271
27804,5,20,2,,75170
27805,19,14,2,,52227
27806,20,7,2,,97772
27807,18,13,2,,19201
27808,16,15,2,,64937
27809,20,7,2,,16474
27810,17,19,2,,37241
27811,11,7,2,,12459
27812,20,15,2,,92630
27813,10,20,2,,59112
27814,9,15,2,,67760
27815,7,19,2,,67597
27816,14,13,2,,15494
27817,19,10,2,,41432
27818,19,15,2,,13762
27819,10,16,2,,63397
27820,17,20,2,,51934
27821,18,10,2,,32237
27822,13,7,2,,71484
27823,13,19,2,,27732
27824,15,18,2,,88615
27825,20,10,2,,28922
27826,15,8,2,,39669
27827,18,9,2,,70455
27828,19,15,2,,31430
27829,17,5,2,,89682
27830,13,15,2,,12752
27831,17,8,2,,41661
27832,19,5,2,,36502
27833,19,16,2,,11876
27834,15,10,2,,51809
27835,13,5,2,,82856
27836,20,20,2,,93594
27837,14,15,2,,86680
27838,20,16,2,,99598
27839,6,14,2,,31130
27840,8,20,2,,96484
27841,9,6,2,,77780
27842,6,8,2,,55585
27843,8,17,2,,46937
27844,19,20,2,,92910
27845,18,10,2,,72123
27846,17,5,2,,59284
27847,13,5,2,,84481
27848,13,16,2,,79247
27849,15,18,2,,71796
27850,15,14,2,,13885
27851,16,20,2,,55717
27852,9,5,2,,25029
27853,13,10,2,,29926
27854,9,16,2,,22652
27855,14,18,2,,59569
27856,19,8,2,,28939
27857,7,15,2,,56863
27858,13,10,2,,38440
27859,8,15,2,,58722
27860,12,9,2,,78106
27861,11,17,2,,32579
27862,14,15,2,,91764
27863,11,11,2,,80763
27864,14,15,2,,93769
27865,12,13,2,,81482
27866,10,8,2,,61266
27867,11,12,2,,42582
27868,8,5,2,,49300
27869,8,15,2,,70403
27870,6,14,2,,73860
27871,16,6,2,,50395
27872,8,9,2,,85500
27873,14,11,2,,12872
27874,13,8,2,,22014
27875,12,16,2,,18689
27876,8,11,2,,94365
27877,15,12,2,,66938
27878,19,13,2,,19385
27879,11,7,2,,19543
27880,16,16,2,,10819
27881,5,9,2,,32250
27882,12,17,2,,57924
27883,20,15,2,,79939
27884,15,14,2,,61582
27885,13,7,2,,83694
27886,11,14,2,,92866
27887,15,20,2,,98497
27888,15,11,2,,46083
27889,9,12,2,,84859
27890,11,18,2,,24348
27891,11,11,2,,92202
27892,14,6,2,,54560
27893,6,9,2,,54022
27894,20,11,2,,87492
27895,9,10,2,,88636
27896,7,9,2,,17679
27897,5,8,2,,57693
27898,17,13,2,,17568
27899,13,12,2,,59737
27900,17,10,2,,30241
27901,17,20,2,,96412
27902,14,9,2,,61367
27903,17,15,2,,61088
27904,5,15,2,,80282
27905,12,18,2,,84337
27906,15,13,2,,58143
27907,15,6,2,,18337
27908,9,6,2,,98885
27909,19,10,2,,48697
27910,14,11,2,,19429
27911,7,13,2,,72943
27912,15,5,2,,50191
27913,13,9,2,,77722
27914,17,9,2,,54884
27915,9,10,2,,83123
27916,9,14,2,,73600
27917,6,18,2,,22460
27918,5,13,2,,24936
27919,12,17,2,,27589
27920,9,18,2,,26667
27921,19,18,2,,52936
27922,15,18,2,,70891
27923,8,18,2,,41760
27924,9,11,2,,38030
27925,11,11,2,,89640
27926,8,12,2,,26046
27927,9,10,2,,44662
27928,19,20,2,,78736
27929,15,18,2,,40483
27930,7,5,2,,99566
27931,8,13,2,,34965
27932,13,11,2,,37240
27933,17,13,2,,37030
27934,16,14,2,,22325
27935,7,13,2,,45649
27936,20,13,2,,11951
27937,17,11,2,,52333
27938,17,16,2,,44876
27939,18,9,2,,28849
27940,16,6,2,,28086
27941,7,6,2,,98541
27942,20,7,2,,14333
27943,10,17,2,,93167
27944,15,18,2,,98035
27945,17,9,2,,81340
27946,5,11,2,,60523
27947,9,5,2,,60519
27948,13,20,2,,47343
27949,9,17,2,,90370
27950,15,14,2,,40694
27951,19,13,2,,43005
27952,8,13,2,,14248
27953,15,9,2,,28393
27954,10,7,2,,89928
27955,10,17,2,,45469
27956,12,7,2,,74497
27957,16,7,2,,11513
27958,19,14,2,,31448
27959,17,15,2,,54529
27960,7,13,2,,72853
27961,11,14,2,,33735
27962,7,18,2,,28204
27963,15,11,2,,59183
27964,12,19,2,,76692
27965,17,16,2,,94093
27966,8,8,2,,27509
27967,8,14,2,,48899
27968,7,14,2,,59768
27969,12,15,2,,22948
27970,12,16,2,,78080
27971,13,6,2,,45611
27972,20,7,2,,43811
27973,16,17,2,,36839
27974,15,14,2,,73849
27975,11,17,2,,50452
27976,14,5,2,,20960
27977,13,10,2,,50575
27978,8,8,2,,66875
27979,9,9,2,,25147
27980,7,11,2,,58488
27981,6,10,2,,34106
27982,11,6,2,,14032
27983,18,6,2,,62477
27984,6,8,2,,66326
27985,5,9,2,,87806
27986,7,10,2,,94195
27987,16,15,2,,75739
27988,6,13,2,,85092
27989,9,15,2,,47231
27990,15,7,2,,24513
27991,9,10,2,,30425
27992,20,17,2,,59727
27993,5,11,2,,70202
27994,14,18,2,,83664
27995,8,19,2,,91839
27996,19,16,2,,44783
27997,5,15,2,,11382
27998,18,9,2,,15390
27999,7,11,2,,86272
28000,19,10,2,,21816
28001,10,19,2,,54548
28002,10,9,2,,50594
28003,16,15,2,,43174
28004,9,5,2,,71774
28005,19,18,2,,75818
28006,7,18,2,,26393
28007,14,17,2,,57657
28008,18,9,2,,41406
28009,17,5,2,,91187
28010,13,9,2,,23749
28011,13,11,2,,73051
28012,19,7,2,,33885
28013,6,19,2,,43187
28014,15,6,2,,87775
28015,8,10,2,,59786
28016,17,9,2,,49243
28017,17,13,2,,80037
28018,5,7,2,,58399
28019,7,6,2,,63062
28020,16,9,2,,51954
28021,8,13,2,,13683
28022,12,14,2,,27759
28023,19,16,2,,85082
28024,19,15,2,,69010
28025,18,9,2,,77724
28026,6,17,2,,85685
28027,18,19,2,,13752
28028,9,17,2,,63649
28029,16,19,2,,69089
28030,12,13,2,,37744
28031,8,11,2,,15479
